# BUSCO version is: 3.0.2
# The lineage dataset is: endopterygota_odb9 (Creation date: 2016-02-13, number of species: 35, number of BUSCOs: 2442)
# To reproduce this run: python /pub46/samw/bin/busco_v3/scripts/run_BUSCO.py -i ./chromosome.fa -o silk_db3 -l /pub46/samw/bin/busco_v3/DB/endopterygota_odb9/ -m genome -c 60 --long --limit 4 -z -sp heliconius_melpomene1
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG090R006P	Complete	Chr27	8408842	8432511	2523.4	1345
EOG090R0076	Complete	Chr22	9954234	9975266	1135.6	707
EOG090R007H	Complete	Chr16	8655327	8677420	3117.7	1459
EOG090R007V	Complete	Chr02	4083823	4139097	1556.2	1237
EOG090R0080	Complete	Chr11	19773905	19781004	2691.3	1362
EOG090R0081	Complete	Chr12	10065889	10083603	1634.6	1223
EOG090R0085	Complete	Chr04	6145050	6188344	2485.8	1745
EOG090R008C	Complete	Chr26	4480445	4513065	1777.7	1291
EOG090R008V	Complete	Chr19	12996702	13046318	2362.5	1394
EOG090R008X	Complete	Chr08	10203536	10229727	2410.6	1266
EOG090R009L	Complete	Chr23	11109265	11127053	858.2	544
EOG090R009O	Complete	Chr10	8430355	8451958	1661.4	1120
EOG090R009Z	Complete	Chr05	15537254	15561241	1819.1	976
EOG090R00A8	Fragmented	Chr24	10078509	10085516	433.0	381
EOG090R00AA	Complete	Chr15	10908762	10930602	1713.5	1209
EOG090R00AV	Complete	Chr25	6201400	6204948	1517.8	841
EOG090R00B3	Complete	Chr09	5420197	5429999	439.9	566
EOG090R00B5	Complete	Chr1z	5538258	5543244	1865.3	1064
EOG090R00BJ	Complete	Chr05	8085389	8097585	861.7	528
EOG090R00BT	Complete	Chr24	15815786	15863817	1434.1	1019
EOG090R00BX	Complete	Chr28	9851563	9866271	719.3	919
EOG090R00C7	Complete	Chr15	9134543	9149713	272.3	1094
EOG090R00CO	Complete	Chr16	14329457	14333446	955.6	564
EOG090R00CT	Complete	Chr15	13131203	13140048	1308.2	979
EOG090R00CZ	Complete	Chr08	8658104	8678771	1174.3	872
EOG090R00D1	Complete	Chr04	11230297	11242208	1937.1	1090
EOG090R00D5	Complete	Chr13	3153969	3183650	1453.0	1141
EOG090R00DG	Complete	Chr17	3625980	3663957	1372.1	981
EOG090R00DH	Complete	Chr20	2831061	2859887	1779.9	1086
EOG090R00DV	Complete	Chr17	11214520	11239713	1467.4	972
EOG090R00E1	Complete	Chr10	8368763	8382506	2381.3	1238
EOG090R00E4	Complete	Chr03	10529472	10552105	2339.3	1681
EOG090R00E5	Complete	Chr11	5594152	5609437	1007.5	945
EOG090R00EC	Complete	Chr03	9892112	9895153	345.8	368
EOG090R00ED	Complete	Chr10	9039878	9051275	3638.8	1896
EOG090R00EK	Complete	Chr02	634418	646432	732.0	736
EOG090R00EM	Complete	Chr21	8465547	8474444	815.6	950
EOG090R00EN	Complete	Chr23	3274988	3283477	629.1	688
EOG090R00ER	Complete	Chr19	6228787	6256348	1464.6	791
EOG090R00ES	Complete	Chr04	11012233	11016394	801.2	643
EOG090R00ET	Complete	Chr08	11869999	11896887	2016.6	1098
EOG090R00EU	Complete	Chr11	7755517	7768590	1899.2	1055
EOG090R00EW	Fragmented	Chr07	5836620	5851026	1042.6	687
EOG090R00F1	Fragmented	Chr17	2933380	2947275	358.3	320
EOG090R00F7	Complete	Chr12	7064976	7068500	1827.7	1001
EOG090R00FB	Complete	Chr09	11306483	11314540	992.0	536
EOG090R00FD	Complete	Chr12	14140853	14165342	2367.3	1235
EOG090R00FN	Complete	Chr09	16253904	16273015	1924.0	1069
EOG090R00FU	Complete	Chr18	2390275	2409043	495.9	684
EOG090R00FW	Complete	Chr18	8147960	8164998	1544.2	858
EOG090R00G5	Complete	Chr16	2507053	2535039	1299.8	1056
EOG090R00GA	Complete	Chr19	168395	207835	1244.6	807
EOG090R00GI	Fragmented	Chr1z	18831269	18841041	156.1	298
EOG090R00GJ	Complete	Chr17	10624296	10662592	1950.8	1072
EOG090R00GP	Complete	Chr11	5731497	5738556	412.1	636
EOG090R00GW	Complete	Chr11	14323308	14332997	2242.4	1105
EOG090R00H3	Complete	Chr13	8997293	9031815	1979.0	1216
EOG090R00HN	Complete	Chr10	6423996	6440253	1286.5	697
EOG090R00HO	Complete	Chr10	7151407	7155234	881.2	990
EOG090R00HZ	Complete	Chr19	9230748	9236421	660.3	1011
EOG090R00ID	Fragmented	Chr05	738470	744440	557.8	454
EOG090R00IL	Complete	Chr10	7689038	7697016	1900.4	1004
EOG090R00IN	Complete	Chr23	16742154	16765825	1436.0	979
EOG090R00IP	Complete	Chr09	12310808	12318050	725.2	592
EOG090R00IS	Complete	Chr04	13387826	13391353	2256.1	992
EOG090R00IU	Fragmented	Chr12	13897424	13909935	553.8	648
EOG090R00J9	Complete	Chr05	12667765	12680637	1140.5	631
EOG090R00JC	Complete	Chr26	2064507	2082050	1020.5	811
EOG090R00JI	Complete	Chr13	10954088	10962888	908.4	485
EOG090R00JX	Complete	Chr16	956916	960560	693.1	774
EOG090R00K8	Complete	Chr17	4394810	4415891	1047.1	776
EOG090R00KE	Complete	Chr11	10708246	10715410	468.8	344
EOG090R00KQ	Fragmented	Chr1z	3465271	3474930	669.3	627
EOG090R00L2	Fragmented	Chr04	8497832	8503848	987.7	431
EOG090R00LC	Complete	Chr04	5476096	5483841	1654.4	954
EOG090R00LF	Complete	Chr26	5501492	5516157	1007.8	620
EOG090R00LK	Complete	Chr08	9452201	9470800	2029.0	1063
EOG090R00LW	Complete	Chr11	1782644	1807861	2084.2	1057
EOG090R00MH	Complete	Chr13	10339362	10369484	1476.9	914
EOG090R00MJ	Complete	Chr14	5774524	5792454	1124.4	625
EOG090R00MK	Complete	Chr21	13889231	13903287	966.7	857
EOG090R00MS	Complete	Chr24	18381931	18406503	869.8	536
EOG090R00N0	Complete	Chr05	5965546	5977082	1503.9	887
EOG090R00N6	Complete	Chr05	8152237	8170084	1822.2	1100
EOG090R00NG	Complete	Chr10	8352451	8362980	1630.4	1017
EOG090R00NR	Complete	Chr20	4459192	4487536	1573.2	948
EOG090R00O0	Complete	Chr1z	3161680	3198677	671.9	379
EOG090R00OF	Complete	Chr16	9477323	9482932	781.6	811
EOG090R00OG	Complete	Chr12	10195875	10200740	1850.9	945
EOG090R00OQ	Complete	Chr03	9201837	9215058	1582.8	999
EOG090R00OS	Complete	Chr17	14376503	14394238	1628.5	878
EOG090R00P2	Complete	Chr10	12827541	12843914	1680.2	833
EOG090R00P7	Complete	Chr26	7428461	7445115	1428.8	920
EOG090R00PE	Complete	Chr13	8955877	8972245	1391.0	848
EOG090R00PJ	Complete	Chr10	5949503	5957361	1624.0	863
EOG090R00PK	Complete	Chr10	4201320	4228573	1715.4	876
EOG090R00PX	Complete	Chr05	13586034	13599275	1636.0	860
EOG090R00Q3	Complete	Chr25	9029628	9043778	2005.4	931
EOG090R00Q8	Complete	Chr18	12173456	12176185	819.5	581
EOG090R00QD	Complete	Chr13	6275898	6284286	1206.0	1408
EOG090R00QN	Complete	Chr22	3999364	4015395	476.1	268
EOG090R00QQ	Complete	Chr13	13702239	13716327	1754.2	965
EOG090R00QU	Complete	Chr08	10009799	10027867	546.6	591
EOG090R00QV	Complete	Chr12	7621778	7628483	666.3	508
EOG090R00R6	Complete	Chr26	4332097	4363754	1233.1	588
EOG090R00R9	Complete	Chr1z	4125797	4162823	1629.3	960
EOG090R00RE	Complete	Chr1z	3416131	3443831	1532.7	949
EOG090R00RN	Complete	Chr22	13307839	13355337	1101.7	745
EOG090R00RO	Complete	Chr10	9120221	9139700	1199.7	1004
EOG090R00RS	Missing
EOG090R00RZ	Complete	Chr17	11833653	11866624	1330.9	1138
EOG090R00S9	Complete	Chr05	11389194	11401343	1979.0	1135
EOG090R00SE	Complete	Chr04	4382408	4390142	1550.4	790
EOG090R00SG	Complete	Chr06	14482412	14504672	457.7	611
EOG090R00SX	Fragmented	Chr16	6712201	6723509	412.6	382
EOG090R00TI	Complete	Chr08	15546138	15553119	1718.0	909
EOG090R00TN	Complete	Chr17	2316003	2329267	320.0	468
EOG090R00TT	Complete	Chr03	8039280	8057453	866.9	647
EOG090R00TU	Complete	Chr22	4819905	4850877	461.2	538
EOG090R00U0	Complete	Chr1z	5486687	5523773	1241.3	820
EOG090R00U8	Complete	Chr12	10050884	10059563	738.4	584
EOG090R00UB	Complete	Chr15	1438752	1451043	1721.8	865
EOG090R00UN	Complete	Chr03	4116435	4124415	130.8	383
EOG090R00UP	Complete	Chr18	15815474	15817731	114.7	138
EOG090R00UR	Complete	Chr04	13111560	13126246	1719.6	891
EOG090R00UV	Missing
EOG090R00VH	Complete	Chr11	20381687	20409464	1544.6	860
EOG090R00VJ	Complete	Chr28	3995768	4020351	1365.9	1105
EOG090R00W1	Complete	Chr21	13550858	13563676	1408.7	727
EOG090R00W5	Complete	Chr18	13048584	13063973	886.3	441
EOG090R00WW	Complete	Chr04	3336604	3344446	1470.7	1474
EOG090R00X2	Complete	Chr21	9616972	9621682	1729.7	917
EOG090R00X3	Complete	Chr11	11788184	11792077	1270.4	961
EOG090R00X4	Complete	Chr06	9319585	9324662	1153.4	771
EOG090R00X9	Complete	Chr15	12725585	12734591	1785.5	977
EOG090R00XB	Complete	Chr21	8662308	8668987	1240.1	777
EOG090R00XC	Complete	Chr18	8892451	8915249	890.7	702
EOG090R00XH	Complete	Chr25	1952024	1964475	884.7	842
EOG090R00XJ	Complete	Chr14	2624471	2630719	505.5	474
EOG090R00XK	Complete	Chr12	11410037	11413324	1547.1	906
EOG090R00XX	Complete	Chr11	6948157	6958936	503.3	541
EOG090R00Y4	Complete	Chr05	8442270	8468964	1114.0	658
EOG090R00YE	Complete	Chr10	4501510	4509975	1930.0	881
EOG090R00YJ	Complete	Chr20	5686251	5691873	735.8	629
EOG090R00YM	Complete	Chr05	17371779	17392756	1447.2	992
EOG090R00YO	Missing
EOG090R00YP	Complete	Chr10	13793391	13812130	1658.6	965
EOG090R00YS	Complete	Chr05	11053224	11063603	1341.6	1038
EOG090R00YZ	Complete	Chr08	9421195	9423984	1429.6	706
EOG090R00Z1	Complete	Chr1z	14198070	14224196	1294.1	910
EOG090R00Z5	Complete	Chr04	8380553	8387825	1406.2	912
EOG090R00Z7	Complete	Chr05	12637233	12648957	665.0	578
EOG090R00ZE	Complete	Chr21	4872414	4891737	775.1	649
EOG090R00ZI	Complete	Chr23	2429673	2432189	585.8	587
EOG090R00ZR	Complete	Chr09	5717623	5740900	1922.0	1079
EOG090R00ZY	Complete	Chr05	14164075	14194216	701.8	796
EOG090R0101	Complete	Chr14	2598674	2612596	1326.0	729
EOG090R010D	Complete	Chr13	17436079	17453910	1370.0	832
EOG090R010G	Complete	Chr15	12595844	12612517	901.4	718
EOG090R010L	Complete	Chr25	8976972	8997048	1116.9	769
EOG090R010V	Complete	Chr13	17346030	17365748	1221.7	868
EOG090R0114	Complete	Chr14	5622185	5630900	914.4	511
EOG090R011C	Complete	Chr05	18067525	18087711	1054.9	723
EOG090R011F	Complete	Chr21	3955998	3969924	606.7	447
EOG090R011I	Fragmented	Chr13	13741223	13747569	608.9	369
EOG090R011M	Complete	Chr16	5016281	5041232	1416.3	801
EOG090R011O	Complete	Chr18	6463514	6490276	924.1	908
EOG090R012A	Complete	Chr23	5254384	5268011	1934.7	941
EOG090R012I	Complete	Chr16	5047922	5076455	1097.0	641
EOG090R012W	Complete	Chr08	14038971	14067383	1464.3	839
EOG090R012Z	Complete	Chr15	12511450	12527194	1243.2	663
EOG090R0132	Complete	Chr08	10675215	10705753	1132.5	793
EOG090R0135	Complete	Chr15	14937249	14950237	919.3	822
EOG090R0139	Complete	Chr17	7008318	7029537	1099.8	760
EOG090R013A	Complete	Chr02	519956	523006	1268.4	850
EOG090R013J	Complete	Chr18	7369867	7381227	395.5	205
EOG090R013N	Complete	Chr24	6716044	6740629	1731.9	952
EOG090R013T	Complete	Chr10	9250714	9261902	1305.4	790
EOG090R0140	Complete	Chr08	14196177	14223194	1466.9	915
EOG090R0149	Complete	Chr1z	5043252	5069927	898.9	528
EOG090R014B	Complete	Chr08	10667094	10674405	409.1	582
EOG090R014L	Complete	Chr18	172890	183907	837.6	527
EOG090R014U	Complete	Chr15	7971834	7978847	414.3	558
EOG090R0151	Complete	Chr04	12830480	12836511	552.8	717
EOG090R0153	Complete	Chr11	11332124	11341525	1178.2	920
EOG090R0155	Complete	Chr12	13721933	13749757	1414.0	694
EOG090R0156	Complete	Chr04	5456528	5472301	1213.8	916
EOG090R0158	Complete	Chr11	10781290	10784749	703.6	590
EOG090R0159	Complete	Chr10	8385975	8393793	1450.8	976
EOG090R015F	Complete	Chr25	884936	901795	1290.8	655
EOG090R015H	Complete	Chr14	11063862	11085089	1499.7	951
EOG090R015U	Complete	Chr15	5631612	5646164	1204.0	584
EOG090R015W	Complete	Chr17	9927380	9944289	276.4	392
EOG090R016H	Complete	Chr24	719846	736502	441.5	1546
EOG090R016V	Complete	Chr12	11963032	12001123	1527.6	812
EOG090R016X	Missing
EOG090R0176	Complete	Chr04	9188414	9193509	878.4	537
EOG090R0178	Complete	Chr04	11593903	11599456	1420.8	778
EOG090R017A	Complete	Chr27	3471559	3534937	1624.4	1254
EOG090R017B	Complete	Chr05	18539680	18553854	935.2	567
EOG090R017C	Complete	Chr22	12780597	12794905	741.7	470
EOG090R017I	Complete	Chr04	14165120	14179978	1279.2	892
EOG090R017O	Complete	Chr22	5818902	5855403	1449.3	719
EOG090R017T	Complete	Chr1z	10393863	10410157	683.6	541
EOG090R0186	Complete	Chr09	1311340	1331075	993.1	726
EOG090R0187	Complete	Chr23	18084824	18110025	967.6	700
EOG090R0188	Complete	Chr12	9134609	9143391	1559.8	777
EOG090R0189	Fragmented	Chr07	9191424	9195312	898.6	561
EOG090R018L	Complete	Chr17	5457670	5465907	877.8	491
EOG090R018V	Complete	Chr25	3970471	3984710	755.1	448
EOG090R018Y	Complete	Chr09	8984188	8986644	1081.1	633
EOG090R0197	Complete	Chr04	13136170	13142891	918.9	601
EOG090R0198	Complete	Chr04	8396943	8427880	1117.0	791
EOG090R019C	Complete	Chr08	10630273	10641778	1218.9	722
EOG090R019G	Complete	Chr14	12491061	12510443	921.2	799
EOG090R019H	Complete	Chr25	3913924	3922158	1423.6	664
EOG090R019I	Complete	Chr12	6365789	6380644	762.1	519
EOG090R01A7	Complete	Chr20	8034788	8055707	1385.8	848
EOG090R01AB	Missing
EOG090R01AR	Complete	Chr14	3166088	3172826	460.9	607
EOG090R01AS	Fragmented	Chr12	1032685	1035560	604.7	397
EOG090R01AY	Complete	Chr08	15772523	15791336	535.2	579
EOG090R01B1	Complete	Chr04	6665021	6685492	887.1	950
EOG090R01B3	Complete	Chr04	12876830	12884896	829.8	598
EOG090R01B9	Complete	Chr12	9911054	9917583	272.5	308
EOG090R01BC	Complete	Chr26	7233808	7260123	887.8	580
EOG090R01BF	Complete	Chr06	7271871	7288971	789.7	586
EOG090R01BH	Complete	Chr13	12363068	12371145	532.5	483
EOG090R01BJ	Complete	Chr21	8630583	8645437	1851.9	919
EOG090R01BQ	Complete	Chr03	9904133	9923345	1704.6	827
EOG090R01BT	Complete	Chr08	9745464	9770187	732.1	539
EOG090R01BZ	Complete	Chr04	13533129	13535892	1479.8	701
EOG090R01CB	Complete	Chr23	14633213	14640586	897.4	540
EOG090R01CE	Complete	Chr03	1632483	1635284	857.3	570
EOG090R01CF	Complete	Chr17	859874	863748	1103.6	733
EOG090R01CP	Complete	Chr17	15602400	15611139	1170.1	851
EOG090R01CS	Complete	Chr22	3146129	3151816	237.3	589
EOG090R01CU	Complete	Chr14	8073487	8120429	560.2	614
EOG090R01DH	Complete	Chr25	4932227	4945845	1542.9	704
EOG090R01DU	Complete	Chr10	16172880	16183283	1134.8	647
EOG090R01DV	Complete	Chr04	1575966	1582555	657.8	485
EOG090R01DW	Complete	Chr17	14761325	14773458	1175.8	792
EOG090R01EM	Complete	Chr22	9601144	9621961	973.3	1014
EOG090R01ES	Complete	Chr10	3987112	3998233	1349.6	765
EOG090R01EW	Complete	Chr10	2977740	2984863	252.9	208
EOG090R01EZ	Complete	Chr03	5547033	5558567	928.1	654
EOG090R01F1	Complete	Chr21	13467506	13484476	1282.6	711
EOG090R01F8	Complete	Chr1z	2601382	2617779	949.6	515
EOG090R01FC	Complete	Chr03	10889161	10909559	1119.7	761
EOG090R01FU	Complete	Chr1z	13842746	13849008	993.9	694
EOG090R01FY	Complete	Chr25	11132116	11150371	635.8	574
EOG090R01GW	Complete	Chr17	925515	964673	1333.8	1245
EOG090R01H3	Complete	Chr23	7650284	7655878	1250.1	656
EOG090R01H5	Complete	Chr24	12370599	12394591	680.0	604
EOG090R01H7	Fragmented	Chr09	236625	241262	314.8	201
EOG090R01HG	Complete	Chr25	1115012	1147912	1178.8	763
EOG090R01HH	Missing
EOG090R01HJ	Complete	Chr1z	9527945	9543922	921.0	620
EOG090R01HK	Complete	Chr08	2662207	2674711	1466.2	890
EOG090R01HL	Complete	Chr12	10098920	10101653	96.4	212
EOG090R01I3	Complete	Chr11	6467423	6478423	984.4	654
EOG090R01IF	Complete	Chr11	18092621	18094423	885.7	483
EOG090R01IL	Complete	Chr12	10606336	10609270	967.3	728
EOG090R01IY	Complete	Chr22	1502988	1515506	1191.4	659
EOG090R01IZ	Complete	Chr17	4429914	4447796	559.6	698
EOG090R01JD	Complete	Chr07	5716143	5719070	991.7	753
EOG090R01JG	Complete	Chr10	14423115	14444295	1121.6	786
EOG090R01JN	Complete	Chr1z	20314809	20331539	1482.0	752
EOG090R01K1	Complete	Chr04	11509641	11518185	1126.1	633
EOG090R01K3	Complete	Chr16	5738083	5759339	945.6	764
EOG090R01K5	Complete	Chr20	117942	123106	576.0	414
EOG090R01K6	Complete	Chr03	6778972	6801179	589.6	418
EOG090R01K9	Complete	Chr03	10609206	10628162	1076.8	610
EOG090R01KM	Complete	Chr26	2359373	2367721	140.1	203
EOG090R01KQ	Complete	Chr06	4748097	4761387	1019.4	698
EOG090R01KU	Fragmented	Chr04	548300	551911	276.0	272
EOG090R01KV	Complete	Chr16	5656842	5663150	1334.1	769
EOG090R01KX	Complete	Chr17	6961723	6978450	1235.1	676
EOG090R01L6	Complete	Chr04	10553371	10558478	610.9	351
EOG090R01L9	Complete	Chr03	10552613	10562110	653.8	684
EOG090R01LC	Complete	Chr22	5699850	5708217	789.8	613
EOG090R01LL	Complete	Chr16	2621506	2642688	564.2	560
EOG090R01LO	Complete	Chr27	10523674	10535564	410.0	363
EOG090R01LP	Complete	Chr17	13599809	13622188	1142.4	732
EOG090R01LT	Complete	Chr04	13043025	13054569	961.9	524
EOG090R01LV	Complete	Chr22	3550832	3555111	1036.6	671
EOG090R01LX	Complete	Chr08	14837205	14851351	1212.3	646
EOG090R01M1	Complete	Chr1z	12038671	12043949	449.3	342
EOG090R01MG	Complete	Chr20	9446245	9475569	368.6	411
EOG090R01MJ	Complete	Chr09	5696715	5716619	1210.6	849
EOG090R01MK	Complete	Chr11	11206387	11214006	1309.2	744
EOG090R01MN	Complete	Chr23	19967174	19988227	1166.5	621
EOG090R01MS	Complete	Chr21	2286019	2301659	1143.1	852
EOG090R01NL	Fragmented	Chr24	578014	583908	377.5	233
EOG090R01NS	Complete	Chr11	7043212	7046970	792.5	565
EOG090R01NV	Complete	Chr15	9616600	9625108	1261.7	759
EOG090R01O0	Fragmented	Chr19	13108058	13124946	635.0	437
EOG090R01O9	Complete	Chr03	14361024	14383559	786.9	846
EOG090R01OL	Complete	Chr08	9592919	9607765	908.8	740
EOG090R01OY	Complete	Chr23	7381678	7389478	853.1	637
EOG090R01P0	Complete	Chr17	14440473	14447763	1068.4	609
EOG090R01P3	Complete	Chr05	5187481	5200769	1344.3	1382
EOG090R01P4	Complete	Chr08	11149295	11170356	362.8	284
EOG090R01P5	Complete	Chr10	12329094	12341655	1367.1	661
EOG090R01PN	Complete	Chr08	13236639	13253550	1679.0	966
EOG090R01PQ	Complete	Chr04	4201513	4210163	1284.0	646
EOG090R01PT	Fragmented	Chr27	1949531	1970090	770.2	475
EOG090R01Q0	Complete	Chr10	5507072	5516676	876.0	540
EOG090R01Q4	Complete	Chr04	2203867	2217166	526.9	507
EOG090R01Q5	Complete	Chr13	8198727	8217236	573.4	541
EOG090R01Q6	Missing
EOG090R01Q7	Complete	Chr11	11356888	11374389	1299.4	597
EOG090R01QC	Complete	Chr23	8745202	8764475	940.3	459
EOG090R01QQ	Complete	Chr04	14870191	14884242	611.1	565
EOG090R01R6	Missing
EOG090R01RI	Complete	Chr15	3777130	3803164	1119.8	763
EOG090R01RN	Complete	Chr19	4755026	4776036	1074.2	1316
EOG090R01RV	Complete	Chr08	10729979	10751577	981.6	741
EOG090R01RZ	Complete	Chr07	4144421	4163419	840.1	520
EOG090R01S8	Complete	Chr10	1612806	1626390	458.9	487
EOG090R01SD	Complete	Chr16	8722164	8740406	1049.5	633
EOG090R01SG	Complete	Chr09	1439134	1441233	722.3	573
EOG090R01SI	Complete	Chr14	7095627	7119111	930.1	522
EOG090R01SQ	Complete	Chr22	6770543	6780097	162.5	433
EOG090R01SX	Complete	Chr26	9876695	9891581	736.7	463
EOG090R01T2	Fragmented	Chr04	9239933	9245935	693.5	506
EOG090R01T7	Complete	Chr26	5463284	5474945	1303.5	686
EOG090R01T8	Complete	Chr22	10823071	10838605	331.2	162
EOG090R01TD	Complete	Chr22	1524379	1536575	273.0	240
EOG090R01TN	Complete	Chr22	4356524	4359892	1023.3	800
EOG090R01TX	Complete	Chr17	14940140	14952572	965.7	644
EOG090R01U2	Complete	Chr03	2505859	2507961	549.5	410
EOG090R01U5	Complete	Chr03	6194900	6219327	1218.5	603
EOG090R01V0	Complete	Chr11	5896303	5907071	663.7	528
EOG090R01VC	Complete	Chr17	3474010	3486414	741.0	532
EOG090R01VQ	Complete	Chr25	7747488	7757346	1188.8	644
EOG090R01VU	Complete	Chr08	2011967	2046712	1861.2	1217
EOG090R01W1	Complete	Chr15	12746373	12771211	947.8	694
EOG090R01W4	Fragmented	Chr21	942981	943739	358.8	207
EOG090R01W8	Complete	Chr04	11539940	11563504	744.2	486
EOG090R01WJ	Complete	Chr02	8100175	8111604	959.9	629
EOG090R01WK	Fragmented	Chr05	13791390	13797440	638.3	369
EOG090R01WR	Complete	Chr16	5693215	5710164	1209.1	633
EOG090R01WU	Complete	Chr11	2581370	2593196	848.3	477
EOG090R01WZ	Complete	Chr20	10359087	10373402	1194.5	688
EOG090R01XA	Complete	Chr1z	13811818	13829257	1143.5	666
EOG090R01XH	Complete	Chr14	10808124	10815338	679.6	453
EOG090R01XK	Complete	Chr19	14482820	14495398	711.1	508
EOG090R01XO	Fragmented	Chr22	12804289	12813628	301.9	371
EOG090R01XX	Missing
EOG090R01Y1	Complete	Chr04	14901353	14915572	1346.9	654
EOG090R01YI	Complete	Chr18	2877565	2896544	986.7	922
EOG090R01YT	Complete	Chr26	924854	931279	624.8	690
EOG090R01Z9	Complete	Chr08	13043449	13064081	1132.5	683
EOG090R01ZD	Complete	Chr11	2707978	2723944	808.7	502
EOG090R01ZK	Complete	Chr27	4341241	4371664	1144.8	677
EOG090R01ZL	Complete	Chr19	12438528	12444532	356.2	465
EOG090R0204	Duplicated	Chr17	12145314	12150583	782.0	543
EOG090R0204	Duplicated	Chr17	12164117	12166610	864.2	543
EOG090R0209	Complete	Chr1z	6556170	6577865	1003.3	615
EOG090R020G	Complete	Chr12	8967111	8969561	881.8	563
EOG090R020K	Complete	Chr26	6921395	6934595	800.1	656
EOG090R020L	Complete	Chr09	9849975	9858996	668.5	444
EOG090R020P	Complete	Chr18	13455300	13457897	113.0	112
EOG090R0210	Complete	Chr1z	18638377	18651598	846.3	562
EOG090R0212	Complete	Chr22	8890161	8905631	522.4	502
EOG090R021K	Complete	Chr14	10363171	10365708	979.4	595
EOG090R021S	Complete	Chr1z	5032721	5037267	841.5	477
EOG090R021V	Complete	Chr03	10940118	10942169	921.9	556
EOG090R021W	Complete	Chr25	5911385	5919661	808.7	492
EOG090R021X	Complete	Chr16	3561701	3578601	1369.8	1003
EOG090R0221	Complete	Chr11	2841366	2870955	636.3	382
EOG090R022A	Complete	Chr15	12844606	12846621	764.6	410
EOG090R022I	Complete	Chr06	15845004	15862045	890.9	493
EOG090R022L	Complete	Chr20	11857012	11886315	2960.9	2951
EOG090R022O	Complete	Chr04	5820838	5822613	821.4	501
EOG090R022W	Complete	Chr13	6241453	6254472	968.2	666
EOG090R0235	Complete	Chr04	14144476	14150971	306.1	322
EOG090R023I	Complete	Chr10	16097773	16103022	769.7	736
EOG090R023L	Complete	Chr1z	16185873	16205424	345.6	189
EOG090R0245	Complete	Chr05	12359151	12384012	620.6	344
EOG090R0246	Complete	Chr12	1652492	1654896	383.5	320
EOG090R024D	Complete	Chr17	17877936	17894096	777.1	556
EOG090R024J	Complete	Chr23	16163395	16180670	1264.7	618
EOG090R024K	Complete	Chr15	7457156	7482394	1119.0	574
EOG090R024U	Complete	Chr05	13392863	13404466	808.9	610
EOG090R024X	Complete	Chr21	4591275	4595642	621.7	693
EOG090R024Y	Complete	Chr07	3314478	3318284	1246.7	588
EOG090R025A	Complete	Chr25	8444634	8457111	1108.0	669
EOG090R025H	Complete	Chr15	1633282	1635324	1161.3	608
EOG090R025U	Complete	Chr20	401008	434350	747.4	451
EOG090R025Z	Complete	Chr24	17900063	17903616	792.1	465
EOG090R0262	Complete	Chr10	498996	507955	567.7	293
EOG090R0265	Complete	Chr17	15115308	15128554	761.1	453
EOG090R0268	Complete	Chr13	1795457	1818078	1308.7	804
EOG090R026T	Complete	Chr13	10913892	10917397	444.7	312
EOG090R026W	Complete	Chr26	3527022	3542595	609.5	458
EOG090R027M	Fragmented	Chr15	4599971	4612015	369.0	299
