# BUSCO version is: 3.0.2 
# The lineage dataset is: endopterygota_odb9 (Creation date: 2016-02-13, number of species: 35, number of BUSCOs: 2442)
# To reproduce this run: python ../scripts/run_BUSCO.py -i Heliconius_melpomene_melpomene_Hmel2_-_scaffolds.fa -o {Heliconius_melpomene_melpomene_Hmel2_-_scaffolds.fa}_BUSCO_long -l ../DB/endopterygota_odb9/ -m genome -c 110 --long --limit 4 -z -sp heliconius_melpomene1
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG090R00Z7	Complete	Chr10	1209447	1221181	673.4	564
EOG090R00ZE	Complete	Chr04	1991	16724	787.5	583
EOG090R00ZI	Complete	Chr18	2210029	2212549	513.9	561
EOG090R00ZR	Complete	Chr06	1417550	1438385	1976.3	1171
EOG090R00ZY	Complete	Chr10	485033	502798	1355.8	831
EOG090R0101	Complete	Chr13	110744	114458	595.0	390
EOG090R010D	Complete	Chr17	246762	260150	1379.6	834
EOG090R010G	Complete	Chr11	739405	752633	928.1	705
EOG090R010L	Complete	Chr08	255562	268806	1134.2	746
EOG090R010V	Complete	Chr17	315254	330568	1123.8	828
EOG090R0114	Complete	Chr13	882360	889343	900.5	523
EOG090R011C	Complete	Chr10	6584548	6596088	933.3	690
EOG090R011F	Complete	Chr04	621943	652165	865.7	446
EOG090R011I	Complete	Chr17	2688545	2701588	1172.6	876
EOG090R011M	Complete	Chr02	930374	941701	1416.9	781
EOG090R011O	Complete	Chr16	2089393	2107931	933.6	887
EOG090R012A	Complete	Chr18	581404	591147	1957.5	930
EOG090R012I	Complete	Chr02	946245	957254	1103.4	641
EOG090R012W	Complete	Chr12	2433262	2448274	1487.9	885
EOG090R012Z	Complete	Chr11	816589	828940	1261.9	680
EOG090R0132	Complete	Chr12	538096	559575	1197.5	818
EOG090R0135	Complete	Chr11	1763643	1773503	898.1	866
EOG090R0139	Complete	Chr15	125198	133448	1094.7	762
EOG090R013A	Complete	Chr07	181047	184100	1269.0	852
EOG090R013J	Complete	Chr16	1516609	1523820	393.5	206
EOG090R013N	Complete	Chr17	666069	678577	1746.5	951
EOG090R013T	Complete	Chr20	2664037	2677839	1291.1	805
EOG090R0140	Complete	Chr12	2534874	2547171	1492.9	900
EOG090R0149	Complete	Chr21	137341	146314	903.1	527
EOG090R014B	Complete	Chr12	523019	531643	434.3	592
EOG090R014L	Complete	Chr16	452700	460808	866.5	527
EOG090R014U	Complete	Chr11	3689946	3696473	412.2	626
EOG090R0151	Complete	Chr1z	3637858	3642401	613.2	716
EOG090R0153	Complete	Chr07	611984	618650	1195.8	915
EOG090R0155	Complete	Chr19	188518	203477	1407.1	694
EOG090R0156	Complete	Chr1z	1761418	1767918	1238.3	925
EOG090R0158	Complete	Chr07	321164	324324	672.7	594
EOG090R0159	Complete	Chr20	2071598	2077148	1459.1	1003
EOG090R015F	Complete	Chr08	1142549	1154498	1298.4	655
EOG090R015H	Complete	Chr13	170135	186749	1483.6	937
EOG090R015U	Complete	Chr11	687483	702962	1187.1	597
EOG090R015W	Complete	Chr15	43513	53657	323.7	416
EOG090R016H	Complete	Chr1z	1297737	1308951	436.5	1227
EOG090R016V	Complete	Chr19	2401916	2410690	1441.6	768
EOG090R016X	Complete	Chr11	154992	160551	311.9	238
EOG090R0176	Complete	Chr1z	5830240	5834435	881.2	541
EOG090R0178	Complete	Chr1z	4360036	4371155	1415.7	778
EOG090R017A	Complete	Chr18	8021215	8043874	1841.4	1259
EOG090R017B	Complete	Chr10	6323822	6333334	1125.4	610
EOG090R017C	Complete	Chr13	134198	142681	736.4	468
EOG090R017I	Complete	Chr1z	3332835	3345281	1263.5	873
EOG090R017O	Complete	Chr13	28433	67280	1517.1	794
EOG090R017T	Complete	Chr21	345033	354140	693.0	536
EOG090R0186	Complete	Chr06	1265072	1280848	1067.3	758
EOG090R0187	Complete	Chr20	1132903	1141944	1031.1	740
EOG090R0188	Complete	Chr19	1476876	1485444	1559.3	778
EOG090R0189	Complete	Chr09	2497165	2515062	1163.9	962
EOG090R018L	Complete	Chr07	6852	14977	875.9	491
EOG090R018V	Complete	Chr08	163805	173295	750.5	487
EOG090R018Y	Complete	Chr06	2901338	2903800	1064.6	631
EOG090R0197	Complete	Chr1z	2746751	2752311	819.3	522
EOG090R0198	Complete	Chr1z	124087	142273	1132.6	837
EOG090R019C	Complete	Chr12	508004	515428	1230.2	722
EOG090R019G	Complete	Chr13	40595	57290	930.8	910
EOG090R019H	Complete	Chr08	212984	218230	1430.7	667
EOG090R019I	Fragmented	Chr19	179361	183416	568.4	305
EOG090R01A7	Complete	Chr12	4772139	4784092	1385.4	835
EOG090R01AB	Missing
EOG090R01AR	Complete	Chr13	389472	398463	447.3	539
EOG090R01AS	Complete	Chr19	6598068	6604840	1079.9	798
EOG090R01AY	Complete	Chr12	114069	123338	254.8	317
EOG090R01B1	Complete	Chr1z	1067298	1079891	701.1	713
EOG090R01B3	Complete	Chr1z	3609424	3614958	838.8	540
EOG090R01B9	Complete	Chr19	1953888	1956816	277.3	238
EOG090R01BC	Fragmented	Chr19	112219	116491	389.2	240
EOG090R01BF	Complete	Chr03	47432	57088	794.3	589
EOG090R01BH	Complete	Chr17	774909	780224	540.8	437
EOG090R01BJ	Complete	Chr04	846818	853102	1920.5	955
EOG090R01BQ	Complete	Chr03	10294	18600	1705.9	827
EOG090R01BT	Complete	Chr12	15056	42283	731.4	531
EOG090R01BZ	Complete	Chr1z	3021415	3024142	1482.4	728
EOG090R01CB	Complete	Chr18	636589	642270	893.1	535
EOG090R01CE	Complete	Chr05	95861	104432	1109.5	684
EOG090R01CF	Complete	Chr15	76964	80643	1128.6	733
EOG090R01CP	Complete	Chr15	1328682	1335638	579.2	555
EOG090R01CS	Complete	Chr13	1554429	1557556	231.9	547
EOG090R01CU	Complete	Chr13	495313	522435	548.1	654
EOG090R01DH	Complete	Chr08	50676	60400	1546.0	705
EOG090R01DU	Complete	Chr20	370180	383319	1104.0	649
EOG090R01DV	Complete	Chr1z	708993	713159	664.0	495
EOG090R01DW	Complete	Chr15	823003	834352	1190.5	763
EOG090R01EM	Complete	Chr13	423092	438201	1187.9	1030
EOG090R01ES	Complete	Chr20	2456287	2465929	1347.2	765
EOG090R01EW	Complete	Chr20	1808412	1813527	265.7	217
EOG090R01EZ	Complete	Chr05	498441	514106	784.8	645
EOG090R01F1	Complete	Chr04	178309	190467	1292.5	685
EOG090R01F8	Complete	Chr21	1899662	1908722	948.2	498
EOG090R01FC	Complete	Chr05	581463	597024	1097.9	761
EOG090R01FU	Complete	Chr21	1172293	1177502	1024.5	694
EOG090R01FY	Complete	Chr08	504447	514752	620.9	574
EOG090R01GW	Complete	Chr15	26310	42206	905.5	699
EOG090R01H3	Complete	Chr18	387166	392162	1258.6	656
EOG090R01H5	Complete	Chr1z	1368046	1379499	669.4	678
EOG090R01H7	Complete	Chr06	47656	55421	756.3	635
EOG090R01HG	Complete	Chr08	988007	1012818	1140.6	840
EOG090R01HH	Complete	Chr14	32659	37633	980.8	520
EOG090R01HJ	Complete	Chr21	479646	492117	898.9	620
EOG090R01HK	Complete	Chr12	1025888	1039135	1431.3	906
EOG090R01HL	Complete	Chr19	2034109	2036224	81.5	192
EOG090R01I3	Complete	Chr07	5150567	5157062	1023.4	642
EOG090R01IF	Complete	Chr07	219080	220882	876.5	475
EOG090R01IL	Complete	Chr19	2329344	2332198	976.1	729
EOG090R01IY	Complete	Chr13	260026	264876	1159.8	656
EOG090R01IZ	Complete	Chr15	1748686	1754248	563.9	549
EOG090R01JD	Complete	Chr09	207938	210868	1001.5	754
EOG090R01JG	Complete	Chr20	25880	37870	1091.0	694
EOG090R01JN	Complete	Chr21	1181199	1194484	1490.7	753
EOG090R01K1	Complete	Chr1z	4416338	4424971	1131.8	660
EOG090R01K3	Complete	Chr02	1364138	1376433	929.3	817
EOG090R01K5	Complete	Chr12	895266	907638	597.6	478
EOG090R01K6	Complete	Chr05	1287990	1297825	711.3	470
EOG090R01K9	Complete	Chr05	428499	436028	1079.3	601
EOG090R01KM	Complete	Chr19	4829735	4842436	153.4	170
EOG090R01KQ	Complete	Chr03	265527	276548	1048.1	715
EOG090R01KU	Complete	Chr1z	1438563	1448337	667.1	631
EOG090R01KV	Complete	Chr02	1328428	1332873	1335.8	769
EOG090R01KX	Complete	Chr15	89301	100583	1233.1	676
EOG090R01L6	Complete	Chr1z	5036725	5039502	615.9	373
EOG090R01L9	Complete	Chr05	390914	397955	698.7	687
EOG090R01LC	Complete	Chr13	277218	285308	794.2	659
EOG090R01LL	Complete	Chr02	4886417	4909861	566.1	572
EOG090R01LO	Complete	Chr18	5640049	5645454	381.9	357
EOG090R01LP	Complete	Chr15	85370	101883	1056.9	758
EOG090R01LT	Complete	Chr1z	2687700	2697252	945.9	527
EOG090R01LV	Complete	Chr13	1743103	1747072	1027.2	672
EOG090R01LX	Complete	Chr12	2991781	3005391	1223.2	669
EOG090R01M1	Complete	Chr21	171278	175406	431.8	354
EOG090R01MG	Complete	Chr12	4293421	4299146	359.3	322
EOG090R01MJ	Complete	Chr06	1402712	1421846	1073.7	811
EOG090R01MK	Complete	Chr07	572095	581065	1322.3	739
EOG090R01MN	Complete	Chr20	1106150	1115853	1170.0	620
EOG090R01MS	Complete	Chr04	1480514	1490440	1137.9	852
EOG090R01NL	Complete	Chr1z	1381335	1393950	1194.8	754
EOG090R01NS	Complete	Chr07	5525967	5532530	798.5	567
EOG090R01NV	Complete	Chr11	2614817	2620110	1369.3	792
EOG090R01O0	Complete	Chr14	774961	788220	748.1	581
EOG090R01O9	Complete	Chr05	780339	803613	918.2	802
EOG090R01OL	Complete	Chr12	1524390	1535089	1027.4	741
EOG090R01OY	Complete	Chr18	219298	222793	866.6	639
EOG090R01P0	Fragmented	Chr15	653789	657935	893.5	499
EOG090R01P3	Complete	Chr10	3438592	3454690	1334.2	1400
EOG090R01P4	Complete	Chr12	795060	807884	374.0	384
EOG090R01P5	Complete	Chr20	4510394	4518873	1365.4	657
EOG090R01PN	Complete	Chr12	1960760	1970932	1678.5	959
EOG090R01PQ	Complete	Chr1z	2416056	2422477	1277.0	644
EOG090R01PT	Fragmented	Chr18	8883620	8890567	737.7	440
EOG090R01Q0	Complete	Chr20	323551	331639	900.6	544
EOG090R01Q4	Complete	Chr1z	306820	318735	518.6	508
EOG090R01Q5	Complete	Chr17	3384038	3398007	366.8	420
EOG090R01Q6	Complete	Chr08	206654	212794	1214.1	643
EOG090R01Q7	Complete	Chr07	634296	644384	1300.8	622
EOG090R01QC	Complete	Chr18	1043032	1055686	936.2	457
EOG090R01QQ	Complete	Chr1z	2467060	2477829	629.7	548
EOG090R01R6	Missing
EOG090R01RI	Complete	Chr11	480570	497736	1136.6	778
EOG090R01RN	Complete	Chr14	301617	317030	1007.4	1380
EOG090R01RV	Complete	Chr12	573601	583223	973.5	738
EOG090R01RZ	Complete	Chr09	753961	767250	833.3	516
EOG090R01S8	Complete	Chr20	914445	923886	674.9	598
EOG090R01SD	Complete	Chr02	2303339	2314706	1035.4	644
EOG090R01SG	Complete	Chr06	967384	969489	721.9	573
EOG090R01SI	Complete	Chr13	460532	472688	900.2	547
EOG090R01SQ	Complete	Chr13	260652	268213	164.8	341
EOG090R01SX	Complete	Chr19	1242200	1254471	958.7	654
EOG090R01T2	Complete	Chr1z	5782519	5796640	1239.3	885
EOG090R01T7	Complete	Chr19	2985400	2995159	1310.4	687
EOG090R01T8	Complete	Chr13	137908	147165	330.3	162
EOG090R01TD	Complete	Chr13	271216	275417	227.9	200
EOG090R01TN	Fragmented	Chr13	119441	121372	639.0	485
EOG090R01TX	Complete	Chr15	931111	937539	963.6	657
EOG090R01U2	Complete	Chr05	729129	731264	546.7	411
EOG090R01U5	Complete	Chr05	921520	930952	1208.1	603
EOG090R01V0	Complete	Chr07	4807241	4814452	675.6	529
EOG090R01VC	Complete	Chr15	1408150	1417872	730.8	563
EOG090R01VQ	Complete	Chr08	129667	139815	1190.0	647
EOG090R01VU	Complete	Chr12	662869	690591	1905.6	1249
EOG090R01W1	Complete	Chr11	647406	660118	982.3	688
EOG090R01W4	Complete	Chr04	703010	712865	542.2	419
EOG090R01W8	Complete	Chr1z	4392468	4412183	771.3	514
EOG090R01WJ	Complete	Chr07	4099953	4109646	938.4	628
EOG090R01WK	Complete	Chr10	578605	588660	1174.9	843
EOG090R01WR	Complete	Chr02	1350241	1360800	1198.4	654
EOG090R01WU	Complete	Chr06	1749595	1764103	866.9	483
EOG090R01WZ	Complete	Chr12	5060820	5070808	1184.6	689
EOG090R01XA	Complete	Chr21	143394	150487	624.0	431
EOG090R01XH	Complete	Chr13	303568	308638	814.0	499
EOG090R01XK	Complete	Chr14	17391	29384	770.7	579
EOG090R01XO	Complete	Chr13	157009	163809	328.0	478
EOG090R01XX	Complete	Chr19	2995433	3001730	803.5	557
EOG090R01Y1	Complete	Chr1z	2447154	2457508	1355.9	654
EOG090R01YI	Complete	Chr16	307786	317096	991.0	799
EOG090R01YT	Complete	Chr19	5543666	5551070	621.6	720
EOG090R01Z9	Complete	Chr12	1846903	1858607	1119.7	685
EOG090R01ZD	Complete	Chr06	1833362	1843491	803.6	489
EOG090R01ZK	Complete	Chr18	7616922	7629112	1163.3	676
EOG090R01ZL	Complete	Chr14	1122349	1127158	338.9	520
EOG090R0204	Complete	Chr15	45087	53846	764.9	582
EOG090R0209	Complete	Chr21	116455	140766	1013.6	623
EOG090R020G	Complete	Chr19	1286035	1288201	883.8	563
EOG090R020K	Complete	Chr19	2348016	2354992	802.7	678
EOG090R020L	Complete	Chr06	2480570	2483868	672.2	444
EOG090R020P	Complete	Chr16	843174	851643	116.0	103
EOG090R0210	Complete	Chr05	250270	258849	1152.3	567
EOG090R0212	Complete	Chr13	3328	15384	464.2	509
EOG090R021K	Complete	Chr13	399497	402088	983.8	592
EOG090R021S	Complete	Chr21	149963	156058	832.2	533
EOG090R021V	Complete	Chr05	606207	608249	933.1	556
EOG090R021W	Complete	Chr08	16782	22306	813.8	524
EOG090R021X	Complete	Chr02	4454645	4466787	1361.5	847
EOG090R0221	Complete	Chr06	1920014	1937775	497.1	338
EOG090R022A	Complete	Chr11	605156	607192	767.7	410
EOG090R022I	Complete	Chr03	294002	305920	890.8	485
EOG090R022L	Complete	Chr12	6183498	6204826	2777.7	2581
EOG090R022O	Complete	Chr1z	1545946	1547733	812.6	504
EOG090R022W	Complete	Chr17	127402	139132	923.4	632
EOG090R0235	Complete	Chr1z	3325808	3329702	313.3	306
EOG090R023I	Complete	Chr20	313664	318980	746.9	939
EOG090R023L	Complete	Chr21	336792	344617	402.0	190
EOG090R0245	Complete	Chr10	111753	122416	535.0	292
EOG090R0246	Complete	Chr19	175166	178081	387.2	304
EOG090R024D	Complete	Chr15	2526663	2538098	803.4	562
EOG090R024J	Complete	Chr20	780085	790133	1269.5	618
EOG090R024K	Complete	Chr11	3991612	4016641	1210.7	612
EOG090R024U	Complete	Chr10	706015	715971	795.7	608
EOG090R024X	Complete	Chr04	752838	757050	612.8	658
EOG090R024Y	Complete	Chr09	202554	205394	1245.4	589
EOG090R025A	Complete	Chr08	21945	31111	1105.9	624
EOG090R025H	Complete	Chr11	87157	89650	1167.9	610
EOG090R025U	Complete	Chr12	429453	458224	808.8	504
EOG090R025Z	Complete	Chr17	55312	58361	787.9	482
EOG090R0262	Complete	Chr20	156505	164830	688.0	383
EOG090R0265	Complete	Chr15	1019535	1031178	750.2	465
EOG090R0268	Complete	Chr17	1148522	1158548	1339.4	802
EOG090R026T	Complete	Chr17	1672281	1675594	445.1	287
EOG090R026W	Complete	Chr19	3929437	3938356	680.1	557
EOG090R027M	Complete	Chr11	5117	17910	698.5	517
EOG090R027N	Complete	Chr07	270188	274092	839.6	543
EOG090R027U	Complete	Chr08	505776	515849	768.5	490
EOG090R027X	Complete	Chr21	70360	74828	628.2	445
EOG090R0283	Complete	Chr21	226713	247147	795.7	439
EOG090R028R	Complete	Chr07	895264	899770	872.0	607
EOG090R028V	Complete	Chr03	1598766	1604220	897.1	548
EOG090R0292	Complete	Chr06	638623	653868	1165.8	586
