# BUSCO version is: 3.0.2
# The lineage dataset is: endopterygota_odb9 (Creation date: 2016-02-13, number of species: 35, number of BUSCOs: 2442)
# To reproduce this run: python /pub46/samw/bin/busco_v3/scripts/run_BUSCO.py -i ./SSC_integrated_renamed.fa -o Px_Chrs -l /pub46/samw/bin/busco_v3/DB/endopterygota_odb9/ -m genome -c 60 --long --limit 4 -z -sp heliconius_melpomene1
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG090R00HO	Complete	Chr10	6312613	6316428	863.6	898
EOG090R00HZ	Duplicated	Chr19	7006597	7016812	617.5	1291
EOG090R00HZ	Duplicated	Chr19	7057295	7064124	623.3	1291
EOG090R00ID	Fragmented	Chr05	13110979	13122819	459.9	641
EOG090R00IL	Complete	Chr10	12351791	12358589	1615.4	955
EOG090R00IN	Complete	Chr30	1729155	1758249	1449.5	1042
EOG090R00IP	Complete	Chr09	355154	363111	652.1	671
EOG090R00IS	Complete	Chr04	3908420	3911950	2267.4	992
EOG090R00IU	Complete	Chr12	5704197	5707706	623.3	733
EOG090R00J9	Complete	Chr05	5022167	5041304	1127.6	616
EOG090R00JC	Complete	Chr26	6816789	6840799	954.8	812
EOG090R00JI	Complete	Chr13	5906804	5915523	912.5	530
EOG090R00JX	Complete	Chr16	1429211	1432885	680.6	787
EOG090R00K8	Complete	Chr17	9683015	9700487	986.9	758
EOG090R00KE	Complete	Chr29	4500512	4508298	435.4	328
EOG090R00KQ	Missing
EOG090R00L2	Complete	Chr04	7103450	7120843	1384.0	691
EOG090R00LC	Complete	Chr04	9214862	9223023	1623.9	944
EOG090R00LF	Complete	Chr26	5840357	5851139	1018.9	644
EOG090R00LK	Complete	Chr08	4750961	4776087	1971.2	1058
EOG090R00LW	Fragmented	Chr11	1138356	1147402	770.3	399
EOG090R00MH	Complete	Chr13	6333329	6367402	1119.6	943
EOG090R00MJ	Complete	Chr14	1727618	1746132	1115.8	675
EOG090R00MK	Complete	Chr21	1828551	1847673	909.7	870
EOG090R00MS	Complete	Chr24	3075225	3093282	786.6	548
EOG090R00N0	Complete	Chr05	12005199	12017468	1473.0	887
EOG090R00N6	Complete	Chr05	11794771	11826588	1766.5	1090
EOG090R00NG	Complete	Chr10	11823607	11844760	1593.0	1018
EOG090R00NR	Complete	Chr20	5807408	5821545	1547.8	949
EOG090R00O0	Complete	Chr1z	3130933	3148586	666.1	374
EOG090R00OF	Complete	Chr16	1303186	1307723	690.7	825
EOG090R00OG	Complete	Chr12	9621300	9627056	1856.5	945
EOG090R00OQ	Complete	Chr03	4282190	4321544	1416.8	1001
EOG090R00OS	Complete	Chr17	8112770	8137619	1672.6	889
EOG090R00P2	Complete	Chr10	3150461	3165314	1666.8	833
EOG090R00P7	Complete	Chr26	502245	521482	1372.4	920
EOG090R00PE	Complete	Chr13	9736929	9766182	1230.1	956
EOG090R00PJ	Complete	Chr10	10894925	10903800	1627.5	865
EOG090R00PK	Complete	Chr10	9796377	9820459	1789.6	853
EOG090R00PX	Complete	Chr05	4084819	4096009	1613.6	848
EOG090R00Q3	Complete	Chr25	6637919	6648800	2003.6	931
EOG090R00Q8	Complete	Chr18	3065513	3068329	816.8	574
EOG090R00QD	Complete	Chr13	1607650	1616227	913.3	948
EOG090R00QN	Complete	Chr22	6532763	6544871	464.4	291
EOG090R00QQ	Complete	Chr13	7337297	7345581	1733.8	965
EOG090R00QU	Complete	Chr08	4299328	4309684	519.4	527
EOG090R00QV	Complete	Chr12	3407579	3415573	654.4	504
EOG090R00R6	Complete	Chr26	5183146	5196589	1229.3	585
EOG090R00R9	Fragmented	Chr1z	3794905	3804267	629.4	389
EOG090R00RE	Missing
EOG090R00RN	Complete	Chr22	1824611	1843994	944.5	739
EOG090R00RO	Complete	Chr10	5245038	5260854	1319.2	1014
EOG090R00RS	Complete	Chr25	8018002	8047869	1702.0	977
EOG090R00RZ	Complete	Chr17	5115703	5171703	1389.4	1116
EOG090R00S9	Complete	Chr05	6047892	6058188	1842.0	1082
EOG090R00SE	Complete	Chr04	9917001	9922768	1549.5	795
EOG090R00SG	Fragmented	Chr06	10615677	10619448	295.3	262
EOG090R00SX	Complete	Chr16	2542271	2550700	436.0	465
EOG090R00TI	Complete	Chr08	563876	574510	1687.7	909
EOG090R00TN	Complete	Chr17	10957882	10966641	331.7	359
EOG090R00TT	Complete	Chr03	5178847	5199558	854.8	646
EOG090R00TU	Complete	Chr22	7081203	7090004	418.2	483
EOG090R00U0	Complete	Chr1z	2256090	2287753	1144.5	793
EOG090R00U8	Complete	Chr12	7358574	7367968	718.7	588
EOG090R00UB	Complete	Chr15	1368889	1383815	1696.3	861
EOG090R00UN	Complete	Chr03	5957412	5965526	338.2	597
EOG090R00UP	Complete	Chr18	1467103	1468533	103.3	107
EOG090R00UR	Complete	Chr04	4149044	4169136	1547.9	879
EOG090R00UV	Fragmented	Chr27	750262	758459	548.9	376
EOG090R00VH	Complete	Chr29	10608268	10632335	1395.2	810
EOG090R00VJ	Complete	Chr28	3975139	3992767	1440.1	1114
EOG090R00W1	Complete	Chr21	698699	712815	1252.7	727
EOG090R00W5	Complete	Chr18	2654904	2660602	877.7	423
EOG090R00WW	Complete	Chr04	10690426	10698200	1457.7	1444
EOG090R00X2	Complete	Chr21	2904993	2909444	1730.5	919
EOG090R00X3	Complete	Chr29	4761619	4772334	1163.9	906
EOG090R00X4	Complete	Chr06	3919883	3928105	1140.1	771
EOG090R00X9	Complete	Chr15	7980252	7999772	1785.9	978
EOG090R00XB	Complete	Chr21	773926	781727	1193.6	768
EOG090R00XC	Complete	Chr18	5275897	5282395	953.9	707
EOG090R00XH	Complete	Chr25	1553612	1563010	901.9	788
EOG090R00XJ	Complete	Chr14	2790587	2801241	508.4	587
EOG090R00XK	Complete	Chr12	11440108	11449590	1335.3	736
EOG090R00XX	Fragmented	Chr29	2817609	2822065	324.9	262
EOG090R00Y4	Complete	Chr05	10038603	10057463	1101.5	647
EOG090R00YE	Complete	Chr10	10424053	10432531	1913.9	884
EOG090R00YJ	Complete	Chr20	4954656	4961122	748.7	604
EOG090R00YM	Complete	Chr05	673833	685311	979.5	778
EOG090R00YO	Missing
EOG090R00YP	Complete	Chr10	2560834	2569317	1651.6	881
EOG090R00YS	Complete	Chr05	6331774	6348578	1201.1	1031
EOG090R00YZ	Complete	Chr08	4796066	4798858	1426.3	706
EOG090R00Z1	Complete	Chr1z	11923999	11939632	1220.8	925
EOG090R00Z5	Complete	Chr04	7200776	7205454	1366.4	911
EOG090R00Z7	Complete	Chr05	5047838	5060867	660.9	558
EOG090R00ZE	Complete	Chr21	3186381	3203968	774.1	518
EOG090R00ZI	Complete	Chr23	9794439	9796949	574.7	590
EOG090R00ZR	Complete	Chr09	2714771	2747893	1865.4	1078
EOG090R00ZY	Complete	Chr05	4096457	4117023	1369.1	846
EOG090R0101	Complete	Chr14	2806858	2827823	1314.5	720
EOG090R010D	Missing
EOG090R010G	Complete	Chr15	8072407	8087020	856.9	728
EOG090R010L	Complete	Chr25	6569242	6592183	1084.8	766
EOG090R010V	Complete	Chr13	11111801	11128561	1056.0	817
EOG090R0114	Complete	Chr14	1620331	1627811	891.6	511
EOG090R011C	Complete	Chr05	2205538	2221736	954.7	692
EOG090R011F	Complete	Chr21	7167357	7178116	598.0	458
EOG090R011I	Complete	Chr13	7321772	7335965	1312.1	956
EOG090R011M	Complete	Chr16	1597150	1614025	1393.9	779
EOG090R011O	Complete	Chr18	7124678	7137027	905.9	845
EOG090R012A	Complete	Chr23	8332272	8344722	1810.7	935
EOG090R012I	Complete	Chr16	1619289	1646573	927.9	685
EOG090R012W	Complete	Chr08	1569085	1587469	1449.0	885
EOG090R012Z	Complete	Chr15	8109571	8123910	1248.2	670
EOG090R0132	Complete	Chr08	3786340	3813570	1191.3	808
EOG090R0135	Complete	Chr15	7076446	7088090	888.7	828
EOG090R0139	Fragmented	Chr17	6339605	6345157	634.8	423
EOG090R013A	Complete	Chr02	5357224	5360262	1241.7	836
EOG090R013J	Complete	Chr18	6375613	6385915	389.0	206
EOG090R013N	Complete	Chr24	1617757	1647094	1716.3	952
EOG090R013T	Complete	Chr10	5342198	5361166	1309.1	753
EOG090R0140	Complete	Chr08	1481605	1498511	1464.9	908
EOG090R0149	Complete	Chr1z	5799907	5810013	875.7	525
EOG090R014B	Complete	Chr08	3813894	3824399	428.3	599
EOG090R014L	Complete	Chr18	9483639	9497153	857.7	527
EOG090R014U	Complete	Chr15	5864219	5875595	405.9	562
EOG090R0151	Complete	Chr04	4343702	4351746	479.4	610
EOG090R0153	Complete	Chr29	5479364	5485841	1195.9	917
EOG090R0155	Complete	Chr12	12049915	12061736	1396.0	694
EOG090R0156	Complete	Chr04	9224968	9233396	1221.9	977
EOG090R0158	Complete	Chr29	4439270	4441914	678.8	592
EOG090R0159	Complete	Chr10	11796650	11803226	1405.6	1035
EOG090R015F	Complete	Chr25	811175	829016	1282.4	641
EOG090R015H	Complete	Chr14	9304162	9332035	1378.2	963
EOG090R015U	Complete	Chr15	4183798	4204566	1200.6	576
EOG090R015W	Complete	Chr17	4100787	4111432	272.4	398
EOG090R016H	Complete	Chr31	5554122	5562754	387.9	732
EOG090R016V	Complete	Chr12	12363063	12376451	1518.9	812
EOG090R016X	Missing
EOG090R0176	Complete	Chr04	6748318	6755396	869.9	558
EOG090R0178	Complete	Chr04	5829797	5836265	1437.7	778
EOG090R017A	Complete	Chr27	5241641	5265149	1620.1	1047
EOG090R017B	Missing
EOG090R017C	Complete	Chr22	364387	371575	731.8	473
EOG090R017I	Complete	Chr04	3285000	3303506	1234.9	860
EOG090R017O	Complete	Chr22	5104980	5134259	1425.8	726
EOG090R017T	Missing
EOG090R0186	Complete	Chr09	9660514	9678082	1053.6	726
EOG090R0187	Complete	Chr30	3115709	3127280	981.4	759
EOG090R0188	Complete	Chr12	5289153	5303351	1531.0	777
EOG090R0189	Complete	Chr07	3850744	3865405	1225.8	937
EOG090R018L	Complete	Chr17	5675215	5681430	870.3	494
EOG090R018V	Complete	Chr25	2840642	2851975	757.9	449
EOG090R018Y	Complete	Chr09	4614901	4617363	1037.2	631
EOG090R0197	Complete	Chr04	4127070	4143578	938.6	599
EOG090R0198	Complete	Chr04	7177023	7193202	1112.7	668
EOG090R019C	Complete	Chr08	3833377	3843257	1221.6	722
EOG090R019G	Complete	Chr14	10421071	10440775	880.6	914
EOG090R019H	Complete	Chr25	2790671	2798679	1422.7	664
EOG090R019I	Complete	Chr12	3081970	3099924	809.8	541
EOG090R01A7	Complete	Chr20	3579158	3602519	1263.5	832
EOG090R01AB	Complete	Chr02	5889925	5909124	1295.1	944
EOG090R01AR	Complete	Chr14	5216749	5222564	446.2	508
EOG090R01AS	Complete	Chr12	438185	466551	952.9	798
EOG090R01AY	Fragmented	Chr08	386504	390507	216.5	203
EOG090R01B1	Complete	Chr04	8320611	8346920	770.3	887
EOG090R01B3	Complete	Chr04	4317805	4322743	831.8	576
EOG090R01B9	Complete	Chr12	7432855	7434477	282.5	408
EOG090R01BC	Complete	Chr26	324423	347391	846.7	590
EOG090R01BF	Complete	Chr06	9253397	9267618	756.9	609
EOG090R01BH	Complete	Chr13	8673960	8681920	533.8	434
EOG090R01BJ	Complete	Chr21	9047791	9056343	1892.3	961
EOG090R01BQ	Complete	Chr03	3739843	3752573	1694.5	827
EOG090R01BT	Complete	Chr08	4513664	4541863	732.2	498
EOG090R01BZ	Complete	Chr04	3758718	3761582	1468.7	737
EOG090R01CB	Complete	Chr23	4247935	4251961	801.8	498
EOG090R01CE	Complete	Chr03	10182925	10197694	1136.4	704
EOG090R01CF	Complete	Chr17	11757591	11767662	814.7	685
EOG090R01CP	Complete	Chr17	4836676	4843061	617.7	485
EOG090R01CS	Complete	Chr22	5971316	5976068	236.4	571
EOG090R01CU	Complete	Chr14	7601688	7632938	490.8	658
EOG090R01DH	Complete	Chr25	3778632	3793498	1519.5	704
EOG090R01DU	Complete	Chr10	1091825	1105426	1113.2	649
EOG090R01DV	Complete	Chr04	11420163	11429263	659.6	483
EOG090R01DW	Complete	Chr17	7904396	7914977	1060.6	784
EOG090R01EM	Complete	Chr22	2173139	2193914	1106.1	960
EOG090R01ES	Complete	Chr10	9674502	9691050	1340.2	766
EOG090R01EW	Complete	Chr10	8871510	8880412	234.1	207
EOG090R01EZ	Complete	Chr03	6784744	6804038	851.8	630
EOG090R01F1	Complete	Chr21	2258303	2274148	1411.3	694
EOG090R01F8	Missing
EOG090R01FC	Fragmented	Chr03	3066508	3074386	609.2	349
EOG090R01FU	Complete	Chr1z	13983288	13999663	717.7	508
EOG090R01FY	Complete	Chr25	7807608	7822836	605.6	581
EOG090R01GW	Fragmented	Chr17	11832040	11839635	394.1	471
EOG090R01H3	Complete	Chr23	6657682	6660465	1251.4	657
EOG090R01H5	Complete	Chr31	1864147	1878301	619.6	590
EOG090R01H7	Complete	Chr09	12111728	12116210	545.6	375
EOG090R01HG	Complete	Chr25	1016445	1059179	948.2	795
EOG090R01HH	Complete	Chr19	10237688	10253883	975.6	533
EOG090R01HJ	Fragmented	Chr1z	5292075	5298677	417.5	219
EOG090R01HK	Complete	Chr08	9336583	9358240	1449.8	873
EOG090R01HL	Complete	Chr12	7305857	7308269	95.1	205
EOG090R01I3	Complete	Chr29	3126195	3136140	991.2	649
EOG090R01IF	Complete	Chr29	7568396	7570237	861.3	474
EOG090R01IL	Complete	Chr12	7533017	7535774	951.5	725
EOG090R01IY	Complete	Chr22	8926235	8937499	1071.7	651
EOG090R01IZ	Missing
EOG090R01JD	Complete	Chr07	4335024	4337969	1000.7	759
EOG090R01JG	Complete	Chr10	2193076	2209155	1151.9	809
EOG090R01JN	Complete	Chr1z	8178308	8200675	1382.5	725
EOG090R01K1	Complete	Chr04	5782913	5790821	1095.7	654
EOG090R01K3	Complete	Chr16	2757387	2769695	899.6	821
EOG090R01K5	Complete	Chr20	6963308	6975145	495.3	458
EOG090R01K6	Complete	Chr03	7489913	7506179	693.5	470
EOG090R01K9	Complete	Chr03	3278018	3286048	1059.5	603
EOG090R01KM	Complete	Chr26	6397110	6404346	140.7	168
EOG090R01KQ	Duplicated	ScpPxTR_150;HRSCAF=194	9855	30900	1011.2	696
EOG090R01KQ	Duplicated	Chr06	7533566	7542618	1025.4	715
EOG090R01KU	Complete	Chr04	12180783	12184851	321.9	309
EOG090R01KV	Complete	Chr16	2706090	2712255	1320.0	770
EOG090R01KX	Complete	Chr17	6274179	6284873	1217.3	675
EOG090R01L6	Complete	Chr04	5180409	5190863	735.0	494
EOG090R01L9	Complete	Chr03	3320584	3330073	632.5	705
EOG090R01LC	Complete	Chr22	5219456	5225368	789.7	609
EOG090R01LL	Complete	Chr16	827395	856613	551.6	558
EOG090R01LO	Complete	Chr27	2399483	2409592	398.8	387
EOG090R01LP	Complete	Chr17	1097153	1144833	1138.0	734
EOG090R01LT	Complete	Chr04	4200505	4208425	970.7	528
EOG090R01LV	Complete	Chr22	6156037	6163372	993.1	667
EOG090R01LX	Fragmented	Chr08	1095975	1100025	570.8	311
EOG090R01M1	Missing
EOG090R01MG	Fragmented	Chr20	2189739	2192363	182.0	145
EOG090R01MJ	Complete	Chr09	2748812	2764951	1150.6	891
EOG090R01MK	Complete	Chr29	4656896	4679595	1309.8	729
EOG090R01MN	Complete	Chr30	946649	961149	1169.7	621
EOG090R01MS	Complete	Chr21	9644120	9658094	1084.4	860
EOG090R01NL	Complete	Chr31	5734220	5752918	1102.1	759
EOG090R01NS	Complete	Chr29	2741368	2743847	798.3	576
EOG090R01NV	Complete	Chr15	9822614	9829838	1300.1	792
EOG090R01O0	Complete	Chr19	9682814	9696234	690.4	581
EOG090R01O9	Complete	Chr03	622039	650352	769.4	838
EOG090R01OL	Complete	Chr08	4658712	4672626	999.6	737
EOG090R01OY	Complete	Chr23	6857066	6861967	858.1	644
EOG090R01P0	Complete	Chr17	8068299	8081668	1073.4	609
EOG090R01P3	Complete	Chr05	7900053	7912166	1241.3	1386
EOG090R01P4	Complete	Chr08	3510231	3526669	336.5	397
EOG090R01P5	Complete	Chr10	3517589	3523699	1255.0	601
EOG090R01PN	Complete	Chr08	2123973	2139157	1413.7	840
EOG090R01PQ	Complete	Chr04	9931800	9937072	1276.0	646
EOG090R01PT	Fragmented	Chr27	6080423	6097585	948.3	648
EOG090R01Q0	Complete	Chr29	9086817	9093533	412.0	579
EOG090R01Q4	Complete	Chr04	11018064	11025894	507.6	492
EOG090R01Q5	Complete	Chr13	3667941	3679552	529.3	532
EOG090R01Q6	Complete	Chr25	6242190	6249820	1210.0	643
EOG090R01Q7	Complete	Chr29	5502368	5523962	1285.4	609
EOG090R01QC	Complete	Chr23	6150561	6163764	929.3	463
EOG090R01QQ	Complete	Chr04	714838	726271	599.6	493
EOG090R01R6	Missing
EOG090R01RI	Complete	Chr15	2896784	2920945	891.3	631
EOG090R01RN	Complete	Chr19	5963381	5978877	875.1	1207
EOG090R01RV	Complete	Chr08	3760130	3771469	973.9	730
EOG090R01RZ	Complete	Chr07	2958728	2974569	944.2	564
EOG090R01S8	Complete	Chr10	7955882	7965586	666.5	559
EOG090R01SD	Fragmented	Chr16	3193095	3196358	425.7	235
EOG090R01SG	Complete	Chr09	9601077	9603493	674.8	573
EOG090R01SI	Complete	Chr14	5458902	5471388	866.2	539
EOG090R01SQ	Missing
EOG090R01SX	Fragmented	Chr26	3736559	3743064	631.2	327
EOG090R01T2	Complete	Chr04	6686178	6697252	797.9	662
EOG090R01T7	Complete	Chr26	5808163	5821301	1297.0	687
EOG090R01T8	Complete	Chr22	1504487	1509455	328.2	162
EOG090R01TD	Complete	Chr22	8945976	8954284	375.5	248
EOG090R01TN	Complete	Chr22	6765921	6769274	996.1	809
EOG090R01TX	Complete	Chr17	7817232	7826474	937.4	643
EOG090R01U2	Complete	Chr03	8988739	8990892	551.5	393
EOG090R01U5	Complete	Chr03	7146814	7165139	1213.8	603
EOG090R01V0	Complete	Chr29	3465345	3473867	621.0	521
EOG090R01VC	Complete	Chr17	10021663	10029753	724.5	525
EOG090R01VQ	Complete	Chr25	5312506	5318056	1178.6	643
EOG090R01VU	Complete	Chr08	6382328	6405258	1857.9	1246
EOG090R01W1	Complete	Chr15	7948911	7972598	919.2	692
EOG090R01W4	Complete	Chr21	10464949	10471098	593.9	465
EOG090R01W8	Complete	Chr04	5800097	5818318	703.0	434
EOG090R01WJ	Missing
EOG090R01WK	Fragmented	Chr05	4223873	4232751	835.4	491
EOG090R01WR	Complete	Chr16	2732842	2754437	1197.2	630
EOG090R01WU	Complete	Chr11	172403	187094	785.3	442
EOG090R01WZ	Complete	Chr20	1668393	1696512	1130.8	677
EOG090R01XA	Complete	Chr1z	12874100	12883244	720.4	476
EOG090R01XH	Complete	Chr14	8582784	8592584	775.2	498
EOG090R01XK	Complete	Chr19	10255190	10265808	710.1	578
EOG090R01XO	Fragmented	Chr22	342400	350930	208.7	392
EOG090R01XX	Complete	Chr26	5821800	5833646	793.4	552
EOG090R01Y1	Complete	Chr04	738027	751085	1346.5	685
EOG090R01YI	Missing
EOG090R01YT	Complete	Chr05	13743876	13748357	253.8	334
EOG090R01Z9	Complete	Chr08	2285848	2312934	1014.7	663
EOG090R01ZD	Complete	Chr11	375409	389790	621.1	379
EOG090R01ZK	Complete	Chr27	4857880	4871670	1107.7	665
EOG090R01ZL	Complete	Chr19	9199820	9207902	354.5	405
EOG090R0204	Complete	ScpPxTR_294;HRSCAF=379	1850	6231	865.3	567
EOG090R0209	Missing
EOG090R020G	Complete	Chr12	7131509	7133866	876.6	563
EOG090R020K	Complete	Chr26	3003707	3012120	787.3	678
EOG090R020L	Complete	Chr09	5824228	5831272	649.8	443
EOG090R020P	Complete	Chr18	2401491	2404055	116.0	111
EOG090R0210	Complete	Chr03	4896848	4912324	1150.7	567
EOG090R0212	Complete	Chr22	2728245	2737923	517.7	481
EOG090R021K	Complete	Chr14	6085397	6087922	985.9	602
EOG090R021S	Complete	Chr1z	5816459	5830224	812.3	462
EOG090R021V	Complete	Chr03	3047425	3049470	910.7	564
EOG090R021W	Complete	Chr25	4273001	4277373	798.9	527
EOG090R021X	Complete	Chr16	329238	348607	1317.9	841
EOG090R0221	Complete	Chr11	397626	420157	571.9	386
EOG090R022A	Complete	Chr15	7910793	7912823	763.2	411
EOG090R022I	Complete	Chr06	4188211	4200794	891.9	469
EOG090R022L	Complete	Chr20	459553	489726	2588.0	2440
EOG090R022O	Complete	Chr04	8941911	8943704	805.2	499
EOG090R022W	Complete	Chr13	893950	910438	865.2	648
EOG090R0235	Complete	Chr04	3334230	3339585	278.2	332
EOG090R023I	Complete	Chr10	1155422	1160968	725.2	684
EOG090R023L	Fragmented	Chr1z	13096250	13103806	281.6	178
EOG090R0245	Complete	Chr05	5238202	5243361	440.6	256
EOG090R0246	Complete	Chr12	2112139	2114818	376.5	352
EOG090R024D	Complete	Chr17	3327189	3346335	740.7	562
EOG090R024J	Complete	Chr30	2498240	2522564	1248.8	617
EOG090R024K	Complete	Chr15	5251572	5284990	1124.1	571
EOG090R024U	Complete	Chr05	4386552	4397463	728.1	609
EOG090R024X	Complete	Chr21	6793302	6804835	470.3	606
EOG090R024Y	Complete	Chr07	2419343	2422263	1232.1	589
EOG090R025A	Complete	Chr25	6088215	6097516	1106.9	674
EOG090R025H	Complete	Chr15	3766148	3770428	1158.0	608
EOG090R025U	Complete	Chr20	8478315	8504137	750.6	522
EOG090R025Z	Complete	Chr24	3351540	3355179	781.8	489
EOG090R0262	Complete	Chr10	7185865	7192543	684.1	393
EOG090R0265	Complete	Chr17	7726823	7737686	721.9	444
EOG090R0268	Complete	Chr13	92094	114624	1215.5	803
EOG090R026T	Complete	Chr13	5962130	5965651	421.6	236
EOG090R026W	Complete	Chr26	4712941	4726041	643.4	542
EOG090R027M	Complete	Chr15	3504284	3515350	391.3	455
EOG090R027N	Complete	Chr29	5330697	5334663	828.9	575
EOG090R027U	Complete	Chr25	1465693	1478174	715.3	513
